id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经度,纬度
13085,金隅花石匠 3室1厅 593万,金隅花石匠 , 3室1厅 , 91.3 ,17,2, 3个月以前发布,593.0,64951,通州,116.708256,39.880433
13086,西营前街 2室1厅 350万,西营前街 , 2室1厅 , 66.85 ,15,3, 3个月以前发布,350.0,52357,通州,116.672861,39.905035
13087,云景西里南区 4室0厅 380万,云景西里南区 , 4室0厅 , 80.77 ,7,1, 1个月以前发布,380.0,47048,通州,116.667208,39.885232
13088,梨园花涧溪，满5年，精装修，适合居住！,花涧溪二期 , 1室1厅 , 82.85 ,23,4, 3个月以前发布,420.0,50695,通州,116.675733,39.880941
13089,幸福艺居  精装修 南北通透 低楼层,幸福艺居 , 1室1厅 , 99.75 ,15,5, 3个月以前发布,480.0,48121,通州,116.695911,39.894711
13090,加州小镇B区，通透板楼二居 配套完善 交通便利,DBC加州小镇 , 2室1厅 , 95.63 ,28,6, 3个月以前发布,550.0,57514,通州,116.689244,39.873245
13091,靓景明居南北通透大一居室采光好电梯房,靓景明居 , 1室1厅 , 76.24 ,17,59, 1个月以前发布,380.0,49843,通州,116.643924,39.889841
13092,运河湾 1室1厅 420万,运河湾 , 1室1厅 , 64.64 ,47,80, 1个月以前发布,420.0,64976,通州,116.703234,39.911017
13093,k2清水湾，南北两居室，满两年，视野开阔，毫无遮挡,K2清水湾 , 2室2厅 , 81.67 ,36,54, 1个月以前发布,498.0,60978,通州,116.689177,39.931339
13094,月亮城堡   西向开间   330万,月亮城堡 , 1室0厅 , 58.18 ,4,9, 1个月以前发布,330.0,56721,通州,116.685667,39.925912
13095,运河家园 两居室 南北通透 采光好,运河家园 , 2室1厅 , 89.06 ,15,13, 3个月以前发布,530.0,59511,通州,116.690823,39.918372
13096,满五年   南北通透    采光好  视野好,西营前街 , 2室2厅 , 105 ,2,0, 2个月以前发布,577.0,54953,通州,116.672861,39.905035
13097,武夷花园 紫荆园 南北通透 带露台,紫荆园 , 2室1厅 , 97.44 ,7,0, 1个月以前发布,585.0,60037,通州,116.708466,39.925012
13098,合生世界村 南北朝向两居室 满二年,合生世界村 , 2室1厅 , 90.81 ,22,0, 1个月以前发布,320.0,35239,通州,116.551782,39.742837
13099,地铁600米，正规一居.原值高 电梯房诚心卖,蓝调沙龙西区 , 1室1厅 , 55.63 ,34,0, 3个月以前发布,300.0,53928,通州,116.655952,39.893658
13100,通州北关 翠福园 南北通透两居  诚售,翠福园 , 2室1厅 , 93.28 ,9,0, 2个月以前发布,420.0,45026,通州,116.658604,39.953468
13101,格兰晴天 2室1厅 430万,格兰晴天 , 2室1厅 , 82 ,32,15, 3个月以前发布,430.0,52440,通州,116.679562,39.895417
13102,正规两居室  满二年  电梯房,时尚街区东区 , 2室1厅 , 100.32 ,14,0, 1个月以前发布,515.0,51336,通州,116.674125,39.888623
13103,房本满两年原值又高的精美开间 省税费,海棠湾三期 , 1室0厅 , 44.99 ,29,19, 2个月以前发布,280.0,62237,通州,116.672306,39.876414
13104,乔庄艺苑西街 东西通透 正规两居室,艺苑西街9号院 , 2室1厅 , 71.84 ,12,0, 3个月以前发布,350.0,48720,通州,116.676831,39.900109
13105,星悦不限购两居 精装修 看房提前预约,星悦国际 , 2室1厅 , 115 ,2,0, 4个月以前发布,395.0,34348,通州,116.584874,39.768586
13106,通州北关西潞苑小区 正规南北两居室 ！,西潞苑小区 , 2室1厅 , 79.47 ,4,0, 1个月以前发布,400.0,50334,通州,116.667038,39.942451
13107,京贸国际城西区 2室1厅 600万,京贸国际城西区 , 2室1厅 , 94.81 ,29,0, 30天以前发布,600.0,63285,通州,116.690996,39.925159
13108,龙湖蔚澜香醍 4室1厅 1499万,龙湖蔚澜香醍 , 4室1厅 , 204.76 ,8,0, 30天以前发布,1499.0,73208,通州,116.655423,39.890866
13109,合生世界村 2室1厅 300万,合生世界村 , 2室1厅 , 89.7 ,9,0, 2个月以前发布,300.0,33445,通州,116.551782,39.742837
13110,珠江逸景 2室1厅 350万,珠江逸景 , 2室1厅 , 98.09 ,32,0, 1个月以前发布,350.0,35682,通州,116.549499,39.746067
13111,格兰晴天正规一居 格局合理户型好,格兰晴天 , 1室1厅 , 49.92 ,31,13, 2个月以前发布,285.0,57092,通州,116.679562,39.895417
13112,珠江国际城八区 2室1厅 550万,珠江国际城八区 , 2室1厅 , 117.41 ,42,11, 4个月以前发布,550.0,46845,通州,116.685959,39.937078
13113,DBC加州小镇 3室2厅 705万,DBC加州小镇 , 3室2厅 , 119.27 ,52,16, 4个月以前发布,705.0,59110,通州,116.689244,39.873245
13114,全明三居室  满五年，楼层好，看房方便,四海公寓 , 3室1厅 , 106 ,11,1, 2个月以前发布,450.0,42453,通州,116.703713,39.95821
13115,富河园 2室1厅 438万,富河园 , 2室1厅 , 87.82 ,13,4, 3个月以前发布,438.0,49875,通州,116.661047,39.932185
13116,加华印象街 一层院子三居室 南北双通 0公摊,加华印象街 , 3室1厅 , 115 ,16,6, 28天以前发布,690.0,60000,通州,116.694847,39.921775
13117,武夷花园水仙园 南北通透三居室 ,水仙园 , 3室1厅 , 116.01 ,38,38, 3个月以前发布,560.0,48272,通州,116.701064,39.920295
13118,通惠小区 正规两居 中间层 交通方便 看房方便,通惠小区 , 2室1厅 , 67.72 ,47,30, 1个月以前发布,295.0,43562,通州,116.650438,39.920818
13119,通州北苑地铁边上 精装小两居 随时看！,经纬小区 , 2室1厅 , 64 ,49,67, 3个月以前发布,330.0,51563,通州,116.643001,39.909017
13120,华业少有采光好 每个房价均有窗户 南北通透两居室,华业东方玫瑰 , 2室1厅 , 90.1 ,71,96, 3个月以前发布,485.0,53830,通州,116.690886,39.887582
13121,合生世界村 商住两用 71平 开间,合生世界村 , 1室0厅 , 71 ,92,3, 3个月以前发布,150.0,21127,通州,116.551782,39.742837
13122,合生世界村 3室1厅 320万,合生世界村 , 3室1厅 , 111.38 ,18,3, 2个月以前发布,320.0,28731,通州,116.551782,39.742837
13123,合生世界村 3室1厅 290万,合生世界村 , 3室1厅 , 102.57 ,18,1, 1个月以前发布,290.0,28274,通州,116.551782,39.742837
13124,南向一居室 时尚街区东区 出行便利,时尚街区东区 , 1室1厅 , 61.48 ,62,41, 2个月以前发布,316.0,51399,通州,116.674125,39.888623
13125,巴克摩界LOFT，精装修，果园城铁站800米，70年产权！,巴克摩界 , 1室1厅 , 45.99 ,47,44, 3个月以前发布,345.0,75017,通州,116.648559,39.894325
13126, 通州北关 南北通透两居室 户型方正 ,劳动局家属院 , 2室1厅 , 62.63 ,12,21, 3个月以前发布,375.8,60000,通州,116.660938,39.92612
13127,温榆河畔临河别墅 带地上和下沉花园 通州商务区,8哩岛 , 5室3厅 , 379.19 ,14,29, 5个月以前发布,1560.0,41141,通州,116.647632,39.940239
13128,双层结构 5.6的调高 办公居住不错的选择,百合湾 , 2室1厅 , 29 ,16,51, 1个月以前发布,220.0,75863,通州,116.697632,39.920038
13129,荞馨园 2室1厅 440万,荞馨园 , 2室1厅 , 95.3 ,41,7, 2个月以前发布,440.0,46170,通州,116.69972,39.903277
13130,南北通透，主卧客厅朝南，低楼层前后无遮挡。,玉带河西街 , 2室1厅 , 72 ,10,6, 1个月以前发布,399.0,55417,通州,116.658326,39.907069
13131,330米到地铁，户型方正，南北通透，卧室朝南，楼层好,物资学院家属院 , 1室1厅 , 67 ,17,10, 3个月以前发布,360.0,53732,通州,116.643305,39.938807
13132,珠江国际城八区 2室2厅 600万,珠江国际城八区 , 2室2厅 , 119.58 ,28,6, 5个月以前发布,600.0,50176,通州,116.685959,39.937078
13133,海棠湾二期 2室1厅 540万,海棠湾二期 , 2室1厅 , 87.33 ,22,9, 3个月以前发布,540.0,61835,通州,116.672616,39.87573
13134,海棠湾 精装修 南北通透 满两年,海棠湾一期 , 2室1厅 , 82.03 ,117,57, 6个月以前发布,520.0,63392,通州,116.671332,39.875677
13135,梨园城铁直线距离200米 正规一居 业主诚意出售,11站 , 1室1厅 , 58.19 ,14,6, 3个月以前发布,305.0,52415,通州,116.676119,39.887571
13136,大方居 2室1厅 320万,大方居 , 2室1厅 , 89.1 ,71,7, 2个月以前发布,320.0,35915,通州,116.639972,39.882381
13137,翠屏北里西区 1室1厅 335万,翠屏北里西区 , 1室1厅 , 58.59 ,23,7, 1个月以前发布,335.0,57177,通州,116.651506,39.895875
13138,开间精装修+满两年+靠谱出售+电梯板楼,古韵新居 , 1室0厅 , 48.85 ,24,7, 2个月以前发布,278.0,56909,通州,116.681628,39.934532
13139,房子装修不错，南北通透大两居，落地飘窗大阳台,西潞苑小区 , 2室1厅 , 94.81 ,49,7, 2个月以前发布,362.0,38182,通州,116.667038,39.942451
13140,美然百度城3层复式 带车库 近史家小学通州分校,美然百度城 , 3室2厅 , 230.56 ,22,8, 1个月以前发布,930.0,40337,通州,116.697277,39.896649
13141,华龙小区 一层 大两居 南北通透 客厅落地窗,华龙小区 , 2室1厅 , 81.18 ,31,6, 1个月以前发布,380.0,46810,通州,116.695201,39.934643
13142,月亮城堡 1室0厅 365万,月亮城堡 , 1室0厅 , 61.42 ,7,0, 27天以前发布,365.0,59427,通州,116.685667,39.925912
13143,商住两用，不限购，4.2米挑高LOFT，有钥匙毛坯房。,金隅自由筑 , 1室0厅 , 53.53 ,51,80, 3个月以前发布,189.0,35308,通州,116.703689,39.881771
13144,果园城铁 两广路 南向一居 有电梯 中间层 诚心出售,巴克摩界 , 1室1厅 , 71.74 ,42,31, 3个月以前发布,330.0,46000,通州,116.648559,39.894325
13145,京贸国际城 南向两居  高层观景,京贸国际城西区 , 2室1厅 , 87.94 ,51,75, 2个月以前发布,560.0,63680,通州,116.690996,39.925159
13146,通州富力金禧花园南北两居精装修拎包入住,富力金禧花园 , 2室2厅 , 89 ,64,44, 2个月以前发布,580.0,65169,通州,116.656359,39.908374
13147,南北通透，精装拎包入住，换房急售，无增值税,华远铭悦 , 2室2厅 , 85.41 ,25,39, 3个月以前发布,488.0,57137,通州,116.703076,39.878396
13148,交通便利 生活设施完善 南北通透 ,东营前街 , 2室1厅 , 62.8 ,35,34, 2个月以前发布,290.0,46179,通州,116.678753,39.905491
13149,金地格林格林 南北通透两居室 房本在手诚心卖,金地格林格林 , 2室1厅 , 81.64 ,40,33, 3个月以前发布,420.0,51446,通州,116.661329,39.956868
13150,星悦国际 不限购 小两居 人车分流,星悦国际 , 2室1厅 , 89 ,22,4, 5个月以前发布,280.0,31461,通州,116.584874,39.768586
13151,京贸国际城东区 南北通透两居  380万,京贸国际城东区 , 2室1厅 , 74.1 ,63,6, 2个月以前发布,380.0,51283,通州,116.697005,39.925858
13152,新潮嘉园二期 1室1厅 350万,新潮嘉园二期 , 1室1厅 , 70.89 ,17,2, 1个月以前发布,350.0,49373,通州,116.703237,39.939938
13153,融科香雪兰溪 3室1厅 360万,融科香雪兰溪 , 3室1厅 , 89 ,48,8, 3个月以前发布,360.0,40450,通州,116.550659,39.751402
13154,融科香雪兰溪 3室1厅 385万,融科香雪兰溪 , 3室1厅 , 88.41 ,12,1, 1个月以前发布,385.0,43548,通州,116.550659,39.751402
13155,东方生活区 2室1厅 388万,东方生活区 , 2室1厅 , 73.8 ,14,4, 1个月以前发布,388.0,52575,通州,116.671316,39.907705
13156,中仓小区 2室1厅 520万,中仓小区 , 2室1厅 , 98.32 ,12,1, 1个月以前发布,520.0,52889,通州,116.670345,39.912244
13157,新华大街潞河名苑 北向一居室 视野宽阔,潞河名苑 , 1室1厅 , 59.18 ,18,5, 1个月以前发布,280.0,47314,通州,116.6658,39.908798
13158,潞河名苑 1室1厅 285万,潞河名苑 , 1室1厅 , 59.18 ,25,1, 1个月以前发布,285.0,48159,通州,116.6658,39.908798
13159,潞河名苑 一居室 在新华大街和新华南路交东侧,潞河名苑 , 1室1厅 , 57.13 ,12,3, 1个月以前发布,295.0,51637,通州,116.6658,39.908798
13160,梨花园 1室1厅 330万,梨花园 , 1室1厅 , 62.75 ,6,2, 1个月以前发布,330.0,52590,通州,116.67755,39.890698
13161,柳岸方园 一居室 精装修 采光好,柳岸方园 , 1室1厅 , 66.56 ,14,4, 2个月以前发布,399.0,59946,通州,116.685886,39.894296
13162,九棵树城铁西南 南北通透一居改二居 精装修满二年,翠屏里 , 1室1厅 , 50.96 ,52,2, 2个月以前发布,280.0,54946,通州,116.655189,39.892139
13163,满两年 精装 高楼层视野好  交通便利,富力金禧花园 , 2室2厅 , 88.98 ,41,3, 1个月以前发布,560.0,62936,通州,116.656359,39.908374
13164,星悦国际 3室1厅 350万,星悦国际 , 3室1厅 , 140 ,14,2, 2个月以前发布,350.0,25000,通州,116.584874,39.768586
13165,润枫领尚 3室1厅 435万,润枫领尚 , 3室1厅 , 88.17 ,20,3, 1个月以前发布,435.0,49337,通州,116.561289,39.830621
13166,翠福园 1室1厅 280万,翠福园 , 1室1厅 , 63.59 ,42,15, 2个月以前发布,280.0,44033,通州,116.658604,39.953468
13167,果园233号院 拎包入住一居室 使用面积大,果园233号院 , 1室1厅 , 54.78 ,47,2, 1个月以前发布,260.0,47463,通州,116.656576,39.902756
13168,新通国际花园 2室1厅 600万,新通国际花园 , 2室1厅 , 98.7 ,6,0, 2天以前发布,600.0,60791,通州,116.679317,39.889108
13169,珠江逸景 2室1厅 305万,珠江逸景 , 2室1厅 , 90.41 ,62,10, 1个月以前发布,305.0,33736,通州,116.549499,39.746067
13170,珠江逸景 2室1厅 320万,珠江逸景 , 2室1厅 , 102.17 ,34,1, 1个月以前发布,320.0,31321,通州,116.549499,39.746067
13171,润枫领尚 1室1厅 395万,润枫领尚 , 1室1厅 , 69.99 ,7,1, 1个月以前发布,395.0,56437,通州,116.561289,39.830621
13172,梨花园 2室1厅 373万,梨花园 , 2室1厅 , 75.11 ,22,3, 5个月以前发布,373.0,49661,通州,116.67755,39.890698
13173,拉维中间排南北两居 精装修 高原值 满两年,珠江拉维小镇 , 2室1厅 , 93.4 ,19,3, 1个月以前发布,470.0,50322,通州,116.695093,39.938402
13174,华业东方玫瑰精装修的daikuan西南一居室,华业东方玫瑰 , 1室1厅 , 62.88 ,16,2, 1个月以前发布,370.0,58843,通州,116.690886,39.887582
13175,潞河名苑 1室1厅 305万,潞河名苑 , 1室1厅 , 59.18 ,10,4, 1个月以前发布,305.0,51538,通州,116.6658,39.908798
13176,中泽雅园 2室2厅 456万,中泽雅园 , 2室2厅 , 90.6 ,11,2, 1天以前发布,456.0,50332,通州,116.643044,39.878713
13177,华业东方玫瑰南向精装一居室，满两年,华业东方玫瑰 , 1室1厅 , 59.8 ,27,2, 2个月以前发布,349.0,58362,通州,116.690886,39.887582
13178,不限购，不限贷，4.2米挑高LOFT，精装拎包入住,金隅自由筑 , 2室2厅 , 68.9 ,164,41, 2个月以前发布,235.0,34108,通州,116.703689,39.881771
13179,皓月苑 2室1厅 345万,皓月苑 , 2室1厅 , 67.33 ,14,9, 3个月以前发布,345.0,51241,通州,116.675771,39.903665
13180,星悦国际 3室1厅 460万,星悦国际 , 3室1厅 , 140.55 ,4,0, 1个月以前发布,460.0,32729,通州,116.584874,39.768586
13181,合生世界村，东向76平米，独立厨房、卫生间。,合生世界村 , 1室1厅 , 75.57 ,75,0, 3个月以前发布,170.0,22496,通州,116.551782,39.742837
13182,IN北京 1室0厅 135万,IN北京 , 1室0厅 , 61.33 ,86,0, 1个月以前发布,135.0,22013,通州,116.582841,39.770021
13183,星悦国际 西南向两居 中高楼层 采光好,星悦国际 , 2室1厅 , 88.98 ,3,0, 3个月以前发布,360.0,40459,通州,116.584874,39.768586
13184,开发商送的装修 不限购，小区环境好，人车分流,星悦国际 , 2室1厅 , 91 ,4,0, 2个月以前发布,310.0,34066,通州,116.584874,39.768586
13185,金隅自由筑 1室1厅 185万,金隅自由筑 , 1室1厅 , 53 ,17,0, 1个月以前发布,185.0,34906,通州,116.703689,39.881771
13186,西营前街 2室1厅 272万,西营前街 , 2室1厅 , 50.56 ,70,3, 3个月以前发布,272.0,53798,通州,116.672861,39.905035
13187,加华印象南北通透复式精装修没有个人所得税，随时看,加华印象街 , 3室2厅 , 167.64 ,26,12, 2个月以前发布,868.0,51778,通州,116.694847,39.921775
13188,方恒东景新上房源，价格合适，配套优质,方恒东景 , 2室1厅 , 83.91 ,3,3, 24天以前发布,425.0,50650,通州,116.694868,39.877962
13189,珠江国际城一区 叠上户型 满五年 随时看房,珠江国际城一区 , 3室2厅 , 199.69 ,19,18, 2个月以前发布,1000.0,50078,通州,116.692337,39.937867
13190,东南五环 精装4居 花园洋房 一梯两户 复式格局,融科钧廷 , 4室2厅 , 216 ,49,16, 2个月以前发布,750.0,34723,通州,116.543995,39.747293
13191,果园西小区 朝南一居 房本满两年诚心出售,果园西小区 , 1室1厅 , 56.7 ,66,77, 5个月以前发布,280.0,49383,通州,116.659332,39.901631
13192,融科香雪兰溪 朝南两居 精装修 ,融科香雪兰溪 , 2室1厅 , 85 ,25,1, 3个月以前发布,350.0,41177,通州,116.550659,39.751402
13193,财富东方 2室2厅 500万,财富东方 , 2室2厅 , 96.02 ,3,1, 1个月以前发布,500.0,52073,通州,116.658082,39.92439
13194,翠福园 2室2厅 460万,翠福园 , 2室2厅 , 100.36 ,10,1, 1个月以前发布,460.0,45835,通州,116.658604,39.953468
13195,华龙小区 3室2厅 498万,华龙小区 , 3室2厅 , 141.09 ,33,3, 2个月以前发布,498.0,35297,通州,116.695201,39.934643
13196,长城国际 1室0厅 270万,长城国际 , 1室0厅 , 51.04 ,37,2, 1个月以前发布,270.0,52900,通州,116.638919,39.900576
13197,京贸国际城西区一居室，南向中间层,京贸国际城西区 , 1室1厅 , 68.17 ,28,1, 2个月以前发布,420.0,61611,通州,116.690996,39.925159
13198,加州小镇 南北两居 诚心出售随时签约 ,DBC加州小镇C区 , 2室1厅 , 98.26 ,34,2, 3个月以前发布,535.0,54448,通州,116.69007,39.870642
13199,河畔高层观景大一居，已改两居！,河畔丽景 , 1室1厅 , 74.42 ,24,5, 1个月以前发布,380.0,51062,通州,116.692619,39.920793
13200,鼎晟国际 1室0厅 270万,鼎晟国际 , 1室0厅 , 50.89 ,13,2, 1个月以前发布,270.0,53056,通州,116.655519,39.9128
13201,柳岸方园 南向开间 视野开阔 采光好,柳岸方园 , 1室0厅 , 55.5 ,9,3, 2个月以前发布,330.0,59460,通州,116.685886,39.894296
13202,东向开间诚心出售采光好视野佳户型方正,博客园 , 1室1厅 , 60.29 ,26,5, 2个月以前发布,315.0,52248,通州,116.69654,39.903388
13203,精装修复式两居 动静分离 中楼层  无遮挡 ,华业东方玫瑰 , 2室1厅 , 83.83 ,21,8, 29天以前发布,485.0,57856,通州,116.690886,39.887582
