id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经纬度
11228,刘家窑东里 2室1厅 460万,刘家窑东里 , 2室1厅 , 71.99平米 ,0人关注 , 共0次带看 , 2个月以前发布,460,单价63898元/平米,丰台,"116.426617,39.867648"
11229,南苑北里四区 2室1厅 271万,南苑北里四区 , 2室1厅 , 56.59平米 ,12人关注 , 共0次带看 , 刚刚发布,271,单价47889元/平米,丰台,"116.403245,39.813366"
11230,7克拉 1室0厅 210万,7克拉 , 1室0厅 , 45.76平米 ,2人关注 , 共0次带看 , 11天以前发布,210,单价45892元/平米,丰台,"116.391671,39.845707"
11231,方庄6号 2室1厅 750万,方庄6号 , 2室1厅 , 101.94平米 ,0人关注 , 共0次带看 , 18天以前发布,750,单价73573元/平米,丰台,"116.450009,39.865693"
11232,西府景园 3室2厅 660万,西府景园 , 3室2厅 , 119.06平米 ,5人关注 , 共3次带看 , 20天以前发布,660,单价55435元/平米,丰台,"116.276504,39.888722"
11233,明日嘉园 2室2厅 540万,明日嘉园 , 2室2厅 , 78.17平米 ,9人关注 , 共4次带看 , 1天以前发布,540,单价69081元/平米,丰台,"116.37267,39.851088"
11234,司达小区 1室1厅 295万,司达小区 , 1室1厅 , 44.1平米 ,0人关注 , 共1次带看 , 19天以前发布,295,单价66894元/平米,丰台,"116.386664,39.850502"
11235,春园 2室1厅 410万,春园 , 2室1厅 , 63.39平米 ,0人关注 , 共0次带看 , 刚刚发布,410,单价64679元/平米,丰台,"116.262442,39.897184"
11236,草桥欣园四区 2室1厅 518万,草桥欣园四区 , 2室1厅 , 80.77平米 ,4人关注 , 共0次带看 , 10天以前发布,518,单价64133元/平米,丰台,"116.359122,39.851219"
11237,玺萌丽苑 1室1厅 239万,玺萌丽苑 , 1室1厅 , 33.48平米 ,3人关注 , 共0次带看 , 14天以前发布,239,单价71386元/平米,丰台,"116.369971,39.856204"
11238,石榴园南里小区 2室1厅 360万,石榴园南里小区 , 2室1厅 , 74.14平米 ,16人关注 , 共4次带看 , 1个月以前发布,360,单价48557元/平米,丰台,"116.423841,39.850638"
11239,芳古园二区 2室1厅 900万,芳古园二区 , 2室1厅 , 124.52平米 ,0人关注 , 共0次带看 , 刚刚发布,900,单价72278元/平米,丰台,"116.435657,39.875802"
11240,南苑北里四区 2室1厅 285万,南苑北里四区 , 2室1厅 , 51.55平米 ,4人关注 , 共0次带看 , 刚刚发布,285,单价55287元/平米,丰台,"116.403245,39.813366"
11241,芳星园一区 2室2厅 400万,芳星园一区 , 2室2厅 , 60.2平米 ,2人关注 , 共53次带看 , 2个月以前发布,400,单价66446元/平米,丰台,"116.439722,39.868674"
11242,石榴园南里小区 2室1厅 360万,石榴园南里小区 , 2室1厅 , 74.14平米 ,16人关注 , 共4次带看 , 1个月以前发布,360,单价48557元/平米,丰台,"116.423841,39.850638"
11243,明日嘉园 2室2厅 540万,明日嘉园 , 2室2厅 , 78.17平米 ,9人关注 , 共4次带看 , 1天以前发布,540,单价69081元/平米,丰台,"116.37267,39.851088"
11244,芳古园二区 2室1厅 900万,芳古园二区 , 2室1厅 , 124.52平米 ,0人关注 , 共0次带看 , 刚刚发布,900,单价72278元/平米,丰台,"116.435657,39.875802"
11245,司达小区 1室1厅 295万,司达小区 , 1室1厅 , 44.1平米 ,0人关注 , 共1次带看 , 19天以前发布,295,单价66894元/平米,丰台,"116.386664,39.850502"
11246,春园 2室1厅 410万,春园 , 2室1厅 , 63.39平米 ,0人关注 , 共0次带看 , 刚刚发布,410,单价64679元/平米,丰台,"116.262442,39.897184"
11247,玺萌丽苑 1室1厅 239万,玺萌丽苑 , 1室1厅 , 33.48平米 ,3人关注 , 共0次带看 , 14天以前发布,239,单价71386元/平米,丰台,"116.369971,39.856204"
11248,方庄6号 2室1厅 750万,方庄6号 , 2室1厅 , 101.94平米 ,0人关注 , 共0次带看 , 18天以前发布,750,单价73573元/平米,丰台,"116.450009,39.865693"
11249,草桥欣园四区 2室1厅 518万,草桥欣园四区 , 2室1厅 , 80.77平米 ,4人关注 , 共0次带看 , 10天以前发布,518,单价64133元/平米,丰台,"116.359122,39.851219"
11250,西府景园 3室2厅 660万,西府景园 , 3室2厅 , 119.06平米 ,5人关注 , 共3次带看 , 20天以前发布,660,单价55435元/平米,丰台,"116.276504,39.888722"
11251,正阳小区 2室1厅 420万,正阳小区 , 2室1厅 , 77.35平米 ,5人关注 , 共4次带看 , 16天以前发布,420,单价54299元/平米,丰台,"116.2933,39.854895"
11252,芳城园二区 3室1厅 550万,芳城园二区 , 3室1厅 , 81.3平米 ,3人关注 , 共23次带看 , 31天以前发布,550,单价67651元/平米,丰台,"116.438765,39.873373"
11253,蔚园 3室1厅 440万,蔚园 , 3室1厅 , 85.5平米 ,0人关注 , 共1次带看 , 20天以前发布,440,单价51462元/平米,丰台,"116.26973,39.901123"
11254,六里桥北里 2室1厅 465万,六里桥北里 , 2室1厅 , 73.2平米 ,1人关注 , 共28次带看 , 1个月以前发布,465,单价63525元/平米,丰台,"116.309363,39.893795"
11255,太平桥东里 2室1厅 400万,太平桥东里 , 2室1厅 , 56.38平米 ,0人关注 , 共0次带看 , 26天以前发布,400,单价70948元/平米,丰台,"116.32922,39.892447"
11256,满五年 有电梯 南北通透三居 诚心出售,太平桥小区 , 3室1厅 , 86.1平米 ,1人关注 , 共80次带看 , 2个月以前发布,580,单价67364元/平米,丰台,"116.324898,39.891441"
11257,万润风景 2室2厅 620万,万润风景 , 2室2厅 , 88.13平米 ,0人关注 , 共0次带看 , 1天以前发布,620,单价70351元/平米,丰台,"116.34581,39.86288"
11258,万润风景 2室1厅 620万,万润风景 , 2室1厅 , 87.01平米 ,5人关注 , 共0次带看 , 20天以前发布,620,单价71257元/平米,丰台,"116.34581,39.86288"
11259,南北通透两居室，低楼层但采光好,蔚园 , 2室1厅 , 58.34平米 ,16人关注 , 共0次带看 , 22天以前发布,365,单价62565元/平米,丰台,"116.26973,39.901123"
11260,星河城东区 1室1厅 378万,星河城东区 , 1室1厅 , 51.31平米 ,9人关注 , 共0次带看 , 30天以前发布,378,单价73670元/平米,丰台,"116.376027,39.843729"
11261,西罗园四区 2室1厅 360万,西罗园四区 , 2室1厅 , 61.44平米 ,6人关注 , 共0次带看 , 22天以前发布,360,单价58594元/平米,丰台,"116.397839,39.868935"
11262,天伦北里 1室1厅 400万,天伦北里 , 1室1厅 , 61.47平米 ,15人关注 , 共0次带看 , 27天以前发布,400,单价65073元/平米,丰台,"116.353564,39.878291"
11263,城建宿舍 2室1厅 375万,城建宿舍 , 2室1厅 , 63.83平米 ,6人关注 , 共0次带看 , 18天以前发布,375,单价58750元/平米,丰台,"116.26324,39.89843"
11264,北京方向全南向2居 精装修送产权车位,北京方向 , 2室1厅 , 83.17平米 ,12人关注 , 共0次带看 , 23天以前发布,650,单价78154元/平米,丰台,"116.306062,39.82004"
11265,2013年新小区，交通便利，电梯两居，24小时保安服务！,万源北路7号院 , 2室2厅 , 93.45平米 ,10人关注 , 共0次带看 , 29天以前发布,420,单价44944元/平米,丰台,"116.430594,39.809191"
11266,鑫融皓月 2室1厅 550万,鑫融皓月 , 2室1厅 , 101平米 ,3人关注 , 共0次带看 , 16天以前发布,550,单价54456元/平米,丰台,"116.237063,39.851741"
11267,南北通透，全明格局，居住舒适，采光好,北京山语城 , 4室2厅 , 158.51平米 ,10人关注 , 共5次带看 , 1个月以前发布,640,单价40377元/平米,丰台,"116.146402,39.816715"
11268,莲花池南里 3室1厅 560万,莲花池南里 , 3室1厅 , 79.6平米 ,12人关注 , 共17次带看 , 3个月以前发布,560,单价70352元/平米,丰台,"116.32279,39.894114"
11269,东南向三居室  视野好 社区安静,天伦北里 , 3室2厅 , 179.22平米 ,21人关注 , 共3次带看 , 7个月以前发布,1000,单价55798元/平米,丰台,"116.353564,39.878291"
11270,珠光御景一期 3室1厅 400万,珠光御景一期 , 3室1厅 , 91.18平米 ,11人关注 , 共2次带看 , 24天以前发布,400,单价43870元/平米,丰台,"116.18481,39.824483"
11271,三环新城7号院 车位 21万,三环新城7号院 , 车位 , 26平米 ,11人关注 , 共1次带看 , 1个月以前发布,21,单价8077元/平米,丰台,"116.315096,39.857138"
11272,远洋自然 1室1厅 420万,远洋自然 , 1室1厅 , 81.6平米 ,5人关注 , 共1次带看 , 30天以前发布,420,单价51471元/平米,丰台,"116.395716,39.846811"
11273,万科紫台 车位 65万,万科紫台 , 车位 , 27.61平米 ,1人关注 , 共0次带看 , 16天以前发布,65,单价23543元/平米,丰台,"116.27162,39.888609"
11274,玉林里小区 2室1厅 440万,玉林里小区 , 2室1厅 , 56平米 ,5人关注 , 共0次带看 , 25天以前发布,440,单价78572元/平米,丰台,"116.364028,39.870465"
11275,阳光花园  南北通透两居室  人车分流,阳光花园 , 2室1厅 , 91平米 ,44人关注 , 共4次带看 , 2个月以前发布,625,单价68682元/平米,丰台,"116.389141,39.850859"
11276,南三环东路 1室1厅 255万,南三环东路 , 1室1厅 , 45.3平米 ,58人关注 , 共1次带看 , 1个月以前发布,255,单价56292元/平米,丰台,"116.430884,39.863405"
11277,7克拉 朝东向小开间 精装修 中间楼层,7克拉 , 1室0厅 , 31平米 ,8人关注 , 共0次带看 , 2个月以前发布,150,单价48388元/平米,丰台,"116.391671,39.845707"
11278,紫熙台 5室2厅 1160万,紫熙台 , 5室2厅 , 255.85平米 ,3人关注 , 共0次带看 , 2个月以前发布,1160,单价45340元/平米,丰台,"116.283552,39.888311"
11279,5号线刘家窑地铁295米  附赠两个5平米的阳台 诚意出售,南三环东路 , 3室1厅 , 78.5平米 ,16人关注 , 共0次带看 , 3个月以前发布,435,单价55415元/平米,丰台,"116.430884,39.863405"
11280,东城区 东西两居室 中间楼层 采光好无遮挡,景泰东里 , 2室2厅 , 70平米 ,11人关注 , 共0次带看 , 4个月以前发布,600,单价85715元/平米,丰台,"116.421129,39.870922"
11281,华富丽苑 1居室 精装修 治安管理好,华富丽苑 , 1室1厅 , 70.1平米 ,19人关注 , 共0次带看 , 2个月以前发布,330,单价47076元/平米,丰台,"116.257914,39.897113"
11282,5/14双线地铁 蒲黄榆/刘家窑商圈 精装修 南北通透,刘家窑南里 , 2室1厅 , 53.9平米 ,22人关注 , 共0次带看 , 1个月以前发布,365,单价67718元/平米,丰台,"116.423312,39.867392"
11283,芳城园一区 2室1厅 435万,芳城园一区 , 2室1厅 , 59.02平米 ,36人关注 , 共0次带看 , 1个月以前发布,435,单价73704元/平米,丰台,"116.441442,39.875518"
11284,中海2012年 70年产权 人车分流 地铁九号线 通燃气 ,中海御鑫阁 , 1室0厅 , 41.65平米 ,47人关注 , 共0次带看 , 2个月以前发布,270,单价64826元/平米,丰台,"116.305143,39.825059"
11285,优筑 2室2厅 685万,优筑 , 2室2厅 , 105.45平米 ,9人关注 , 共30次带看 , 7个月以前发布,685,单价64960元/平米,丰台,"116.32442,39.858227"
11286,7克拉 1室1厅 225万,7克拉 , 1室1厅 , 52平米 ,22人关注 , 共7次带看 , 2个月以前发布,225,单价43270元/平米,丰台,"116.391671,39.845707"
11287,珠江骏景北区 2室1厅 600万,珠江骏景北区 , 2室1厅 , 110.23平米 ,57人关注 , 共7次带看 , 3个月以前发布,600,单价54432元/平米,丰台,"116.401854,39.861344"
11288,怡海花园恒泰园 2室1厅 460万,怡海花园恒泰园 , 2室1厅 , 68.88平米 ,25人关注 , 共2次带看 , 3个月以前发布,460,单价66783元/平米,丰台,"116.30877,39.837203"
11289,丰西北里 3室1厅 280万,丰西北里 , 3室1厅 , 68.64平米 ,51人关注 , 共2次带看 , 1个月以前发布,280,单价40793元/平米,丰台,"116.258214,39.846604"
11290,芳古园一区 2室1厅 600万,芳古园一区 , 2室1厅 , 94.6平米 ,17人关注 , 共0次带看 , 3个月以前发布,600,单价63425元/平米,丰台,"116.431165,39.874515"
11291,海户西里34号院 2室1厅 470万,海户西里34号院 , 2室1厅 , 74.57平米 ,2人关注 , 共0次带看 , 1个月以前发布,470,单价63029元/平米,丰台,"116.395003,39.856592"
11292,满五年 2007年板楼 南北通透两居 带小院地下车位 诚售,重聚园 , 2室1厅 , 112.75平米 ,229人关注 , 共49次带看 , 19天以前发布,580,单价51442元/平米,石景山,"116.236106,39.899968"
11293,鲁谷重聚园  满五年 南北 中间层 无遮挡,重聚园 , 2室1厅 , 128.94平米 ,70人关注 , 共36次带看 , 17天以前发布,610,单价47309元/平米,石景山,"116.236106,39.899968"
11294,七星园 2室1厅 608万,七星园 , 2室1厅 , 119.85平米 ,80人关注 , 共52次带看 , 23天以前发布,608,单价50731元/平米,石景山,"116.221549,39.905466"
11295,苹果园三居室，简单装修，业主诚心出售,苹果园小区二区 , 3室1厅 , 85.73平米 ,66人关注 , 共36次带看 , 23天以前发布,420,单价48992元/平米,石景山,"116.194258,39.936397"
11296,纯南向一居高层视野好，楼层好交通便利,杨庄小区 , 1室1厅 , 69.24平米 ,37人关注 , 共65次带看 , 20天以前发布,332,单价47950元/平米,石景山,"116.20383,39.925938"
11297,铸造村 3室1厅 403万,铸造村 , 3室1厅 , 85.73平米 ,21人关注 , 共21次带看 , 21天以前发布,403,单价47009元/平米,石景山,"116.161141,39.932229"
11298,模式口南里业主诚出售南北通透带电梯好视野两居室,模式口南里 , 2室1厅 , 64.46平米 ,65人关注 , 共80次带看 , 25天以前发布,305,单价47317元/平米,石景山,"116.167112,39.936388"
11299,苹果园小区三区 2室1厅 390万,苹果园小区三区 , 2室1厅 , 74.43平米 ,35人关注 , 共24次带看 , 13天以前发布,390,单价52399元/平米,石景山,"116.188426,39.935915"
11300,雍景四季 明厨明卫 三居室 南北通透 带车位,雍景四季 , 3室2厅 , 140.78平米 ,159人关注 , 共157次带看 , 4个月以前发布,890,单价63220元/平米,石景山,"116.210647,39.939312"
11301,远洋山水 精装南向两居 视野开阔 采光无遮挡 诚心出售,远洋山水 , 2室1厅 , 105.55平米 ,110人关注 , 共46次带看 , 1个月以前发布,720,单价68215元/平米,石景山,"116.247008,39.906426"
11302,远洋山水三居，南北通透，中间楼层,远洋山水 , 3室2厅 , 134.79平米 ,27人关注 , 共75次带看 , 2个月以前发布,998,单价74042元/平米,石景山,"116.247008,39.906426"
11303,模式口东里 中间楼层 格局好 看房有钥匙,模式口东里 , 3室1厅 , 80.92平米 ,238人关注 , 共134次带看 , 4个月以前发布,365,单价45107元/平米,石景山,"116.17517,39.940346"
11304,远洋山水 正规两居 视野无遮挡,远洋山水 , 2室1厅 , 104.61平米 ,119人关注 , 共202次带看 , 2个月以前发布,710,单价67872元/平米,石景山,"116.247008,39.906426"
11305,石景山鲁谷永乐东区，广电物业，通透户型！,永乐东区 , 2室1厅 , 70平米 ,47人关注 , 共116次带看 , 1个月以前发布,369,单价52715元/平米,石景山,"116.239132,39.906502"
11306,双锦园2000年商品房 带电梯 楼层高 业主诚心出售,双锦园 , 2室1厅 , 69.31平米 ,81人关注 , 共162次带看 , 2个月以前发布,368,单价53095元/平米,石景山,"116.228639,39.907678"
11307,远洋山水 2室1厅 750万,远洋山水 , 2室1厅 , 116.61平米 ,47人关注 , 共45次带看 , 31天以前发布,750,单价64317元/平米,石景山,"116.247008,39.906426"
11308,八角南里 2室2厅 539万,八角南里 , 2室2厅 , 99.98平米 ,52人关注 , 共54次带看 , 3个月以前发布,539,单价53911元/平米,石景山,"116.210318,39.916082"
11309,远洋山水 2室1厅 800万,远洋山水 , 2室1厅 , 116.61平米 ,66人关注 , 共25次带看 , 29天以前发布,800,单价68605元/平米,石景山,"116.247008,39.906426"
11310,金顶街五区 2室1厅 485万,金顶街五区 , 2室1厅 , 104平米 ,47人关注 , 共38次带看 , 23天以前发布,485,单价46635元/平米,石景山,"116.172299,39.931943"
11311,玉泉路地铁西南角 精装东南三居改两居室 看房方便,鲁谷74号院 , 2室2厅 , 107.7平米 ,41人关注 , 共24次带看 , 27天以前发布,606,单价56268元/平米,石景山,"116.250662,39.910338"
11312,远洋山水 1室0厅 470万,远洋山水 , 1室0厅 , 61.77平米 ,11人关注 , 共27次带看 , 21天以前发布,470,单价76089元/平米,石景山,"116.247008,39.906426"
11313,商住两用 民水民电 loft 精装修,CRD银座 , 1室1厅 , 56平米 ,144人关注 , 共60次带看 , 1个月以前发布,246,单价43929元/平米,石景山,"116.234237,39.910707"
11314,板楼 南北双通透 三室两卫 楼层好,重聚园 , 3室2厅 , 115.46平米 ,103人关注 , 共53次带看 , 4个月以前发布,660,单价57163元/平米,石景山,"116.236106,39.899968"
11315,鲁谷74号院 2室1厅 500万,鲁谷74号院 , 2室1厅 , 79平米 ,29人关注 , 共73次带看 , 2个月以前发布,500,单价63292元/平米,石景山,"116.250662,39.910338"
11316,2000年商品房 物业管理好 交通便利 楼下就是公园,双锦园 , 2室1厅 , 58.98平米 ,140人关注 , 共108次带看 , 4个月以前发布,340,单价57647元/平米,石景山,"116.228639,39.907678"
11317,重兴园 2室1厅 420万,重兴园 , 2室1厅 , 82平米 ,81人关注 , 共143次带看 , 3个月以前发布,420,单价51220元/平米,石景山,"116.233915,39.8972"
11318,古城西路 低楼层  低税费 格局方正 ,古城西路 , 2室1厅 , 57.77平米 ,94人关注 , 共76次带看 , 1个月以前发布,290,单价50200元/平米,石景山,"116.192696,39.921511"
